ID;rodada;hora;mandante;visitante;mandante_placar;visitante_placar;mandante_estado;visitante_estado;gcontra_mandante;gcontra_visitante;penalti_mandante;penalti_visitante
4572;35;18:00;Vitoria;Santos;2;0;BA;SP;0.0;0.0;0.0;0.0
4573;35;20:30;Goias;Internacional;3;1;GO;RS;0.0;0.0;0.0;0.0
4574;35;20:30;Gremio;Flamengo;2;1;RS;RJ;0.0;0.0;0.0;0.0
4575;35;20:30;Nautico;Bahia;0;1;PE;BA;0.0;0.0;0.0;0.0
4576;35;20:30;Portuguesa;Atletico-MG;2;0;SP;MG;0.0;0.0;0.0;0.0
4577;36;20:30;Criciuma;Vitoria;1;1;SC;BA;0.0;0.0;0.0;0.0
4578;36;20:30;Vasco;Cruzeiro;2;1;RJ;MG;0.0;0.0;0.0;0.0
4579;36;22:00;Atletico-MG;Goias;4;1;MG;GO;0.0;0.0;0.0;0.0
4580;36;18:00;Athletico-PR;Nautico;6;1;PR;PE;0.0;0.0;0.0;0.0
4581;36;18:00;Flamengo;Corinthians;1;0;RJ;SP;0.0;0.0;0.0;0.0
4582;36;18:00;Ponte Preta;Gremio;1;1;SP;RS;0.0;0.0;0.0;0.0
4583;36;18:00;Santos;Fluminense;1;0;SP;RJ;0.0;0.0;0.0;0.0
4584;36;20:30;Bahia;Portuguesa;1;0;BA;SP;0.0;0.0;0.0;0.0
4585;36;20:30;Internacional;Coritiba;0;0;RS;PR;0.0;0.0;0.0;0.0
4586;36;20:30;Sao Paulo;Botafogo-RJ;1;1;SP;RJ;0.0;0.0;0.0;0.0
4587;37;20:30;Fluminense;Atletico-MG;2;2;RJ;MG;0.0;0.0;0.0;0.0
4588;37;22:00;Corinthians;Internacional;0;0;SP;RS;0.0;0.0;0.0;0.0
4589;37;18:00;Coritiba;Botafogo-RJ;2;1;PR;RJ;0.0;0.0;0.0;0.0
4590;37;18:00;Criciuma;Sao Paulo;1;0;SC;SP;0.0;0.0;0.0;0.0
4591;37;18:00;Cruzeiro;Bahia;1;2;MG;BA;0.0;0.0;0.0;0.0
4592;37;18:00;Ponte Preta;Portuguesa;0;2;SP;SP;0.0;0.0;0.0;0.0
4593;37;18:00;Vasco;Nautico;2;0;RJ;PE;0.0;0.0;0.0;0.0
4594;37;18:00;Vitoria;Flamengo;4;2;BA;RJ;0.0;0.0;0.0;0.0
4595;37;20:30;Gremio;Goias;1;0;RS;GO;0.0;0.0;0.0;0.0
4596;37;20:30;Santos;Athletico-PR;2;1;SP;PR;0.0;0.0;0.0;0.0
4597;38;20:00;Flamengo;Cruzeiro;1;1;RJ;MG;0.0;0.0;0.0;0.0
4598;38;20:30;Nautico;Corinthians;1;0;PE;SP;0.0;0.0;0.0;0.0
4599;38;18:00;Atletico-MG;Vitoria;2;2;MG;BA;0.0;0.0;0.0;0.0
4600;38;18:00;Athletico-PR;Vasco;5;1;PR;RJ;0.0;0.0;0.0;0.0
4601;38;18:00;Bahia;Fluminense;1;2;BA;RJ;0.0;0.0;0.0;0.0
4602;38;18:00;Botafogo-RJ;Criciuma;3;0;RJ;SC;0.0;0.0;0.0;0.0
4603;38;18:00;Goias;Santos;0;3;GO;SP;0.0;0.0;0.0;0.0
4604;38;18:00;Internacional;Ponte Preta;0;0;RS;SP;0.0;0.0;0.0;0.0
4605;38;18:00;Portuguesa;Gremio;0;0;SP;RS;0.0;0.0;0.0;0.0
4606;38;18:00;Sao Paulo;Coritiba;0;1;SP;PR;0.0;0.0;0.0;0.0
4607;1;18:28;Fluminense;Figueirense;3;0;RJ;SC;1.0;0.0;1.0;0.0
4608;1;18:31;Internacional;Vitoria;1;0;RS;BA;0.0;0.0;0.0;0.0
4609;1;20:59;Chapecoense;Coritiba;0;0;SC;PR;0.0;0.0;0.0;0.0
4610;1;16:00;Athletico-PR;Gremio;1;0;PR;RS;0.0;0.0;0.0;0.0
4611;1;15:59;Sao Paulo;Botafogo-RJ;3;0;SP;RJ;0.0;0.0;0.0;0.0
4612;1;15:58;Bahia;Cruzeiro;1;2;BA;MG;0.0;0.0;1.0;0.0
4612;1;15:58;Bahia;Cruzeiro;1;2;BA;MG;0.0;0.0;0.0;0.0
4613;1;16:02;Atletico-MG;Corinthians;0;0;MG;SP;0.0;0.0;0.0;0.0
4614;1;18:28;Flamengo;Goias;0;0;RJ;GO;0.0;0.0;0.0;0.0
4615;1;18:31;Santos;Sport;1;1;SP;PE;0.0;0.0;0.0;0.0
4615;1;18:31;Santos;Sport;1;1;SP;PE;0.0;0.0;0.0;0.0
4616;1;18:33;Criciuma;Palmeiras;1;2;SC;SP;0.0;0.0;0.0;0.0
4616;1;18:33;Criciuma;Palmeiras;1;2;SC;SP;0.0;0.0;0.0;0.0
4617;2;18:32;Coritiba;Santos;0;0;PR;SP;0.0;0.0;0.0;0.0
4618;2;21:00;Palmeiras;Fluminense;0;1;SP;RJ;0.0;0.0;0.0;0.0
4619;2;16:01;Botafogo-RJ;Internacional;2;2;RJ;RS;0.0;0.0;0.0;0.0
4619;2;16:01;Botafogo-RJ;Internacional;2;2;RJ;RS;0.0;0.0;0.0;0.0
4620;2;16:00;Vitoria;Athletico-PR;2;2;BA;PR;0.0;0.0;0.0;0.0
4620;2;16:00;Vitoria;Athletico-PR;2;2;BA;PR;0.0;0.0;0.0;0.0
4621;2;16:02;Corinthians;Flamengo;2;0;SP;RJ;0.0;0.0;0.0;0.0
4622;2;16:00;Cruzeiro;Sao Paulo;1;1;MG;SP;0.0;0.0;0.0;0.0
4622;2;16:00;Cruzeiro;Sao Paulo;1;1;MG;SP;0.0;0.0;0.0;0.0
4623;2;18:30;Figueirense;Bahia;0;2;SC;BA;0.0;0.0;0.0;0.0
4624;2;18:31;Gremio;Atletico-MG;2;1;RS;MG;0.0;0.0;0.0;0.0
4624;2;18:31;Gremio;Atletico-MG;2;1;RS;MG;0.0;0.0;0.0;0.0
4625;2;18:32;Goias;Criciuma;1;0;GO;SC;0.0;0.0;0.0;0.0
4626;2;18:29;Sport;Chapecoense;2;1;PE;SC;0.0;0.0;0.0;0.0
4626;2;18:29;Sport;Chapecoense;2;1;PE;SC;0.0;0.0;0.0;0.0
4627;3;18:30;Santos;Gremio;0;0;SP;RS;0.0;0.0;0.0;0.0
4628;3;18:27;Athletico-PR;Cruzeiro;2;3;PR;MG;0.0;0.0;0.0;0.0
4628;3;18:27;Athletico-PR;Cruzeiro;2;3;PR;MG;0.0;0.0;0.0;1.0
4629;3;18:32;Sao Paulo;Coritiba;2;2;SP;PR;0.0;0.0;0.0;0.0
4629;3;18:32;Sao Paulo;Coritiba;2;2;SP;PR;0.0;0.0;0.0;0.0
4630;3;20:59;Fluminense;Vitoria;1;2;RJ;BA;0.0;0.0;0.0;0.0
4630;3;20:59;Fluminense;Vitoria;1;2;RJ;BA;0.0;0.0;0.0;0.0
4631;3;15:59;Criciuma;Figueirense;1;0;SC;SC;0.0;0.0;0.0;0.0
4632;3;16:04;Internacional;Sport;2;1;RS;PE;0.0;0.0;0.0;0.0
4632;3;16:04;Internacional;Sport;2;1;RS;PE;0.0;0.0;0.0;0.0
4633;3;16:02;Bahia;Botafogo-RJ;1;0;BA;RJ;0.0;0.0;0.0;0.0
4634;3;16:01;Flamengo;Palmeiras;4;2;RJ;SP;0.0;0.0;0.0;0.0
4634;3;16:01;Flamengo;Palmeiras;4;2;RJ;SP;0.0;0.0;0.0;0.0
4635;3;18:28;Chapecoense;Corinthians;0;1;SC;SP;0.0;0.0;0.0;0.0
4636;3;18:29;Atletico-MG;Goias;0;1;MG;GO;0.0;0.0;0.0;0.0
4637;4;18:32;Internacional;Athletico-PR;2;1;RS;PR;0.0;0.0;0.0;0.0
4637;4;18:32;Internacional;Athletico-PR;2;1;RS;PR;0.0;0.0;0.0;0.0
4638;4;18:31;Palmeiras;Goias;2;0;SP;GO;0.0;0.0;0.0;0.0
4639;4;21:01;Botafogo-RJ;Criciuma;6;0;RJ;SC;0.0;0.0;0.0;0.0
4640;4;15:59;Chapecoense;Gremio;1;2;SC;RS;0.0;0.0;0.0;0.0
4640;4;15:59;Chapecoense;Gremio;1;2;SC;RS;0.0;0.0;0.0;0.0
4641;4;16:00;Fluminense;Flamengo;2;0;RJ;RJ;0.0;0.0;0.0;0.0
4642;4;15:58;Atletico-MG;Cruzeiro;2;1;MG;MG;0.0;0.0;1.0;0.0
4642;4;15:58;Atletico-MG;Cruzeiro;2;1;MG;MG;0.0;0.0;0.0;0.0
4643;4;16:02;Sao Paulo;Corinthians;1;1;SP;SP;0.0;0.0;0.0;0.0
4643;4;16:02;Sao Paulo;Corinthians;1;1;SP;SP;0.0;0.0;0.0;0.0
4644;4;18:30;Figueirense;Santos;0;2;SC;SP;0.0;0.0;0.0;0.0
4645;4;18:32;Coritiba;Sport;0;1;PR;PE;0.0;0.0;0.0;0.0
4646;4;18:33;Bahia;Vitoria;1;1;BA;BA;0.0;0.0;0.0;0.0
4646;4;18:33;Bahia;Vitoria;1;1;BA;BA;0.0;0.0;0.0;0.0
4647;5;22:02;Goias;Botafogo-RJ;2;0;GO;RJ;0.0;0.0;0.0;0.0
4648;5;18:28;Cruzeiro;Coritiba;3;2;MG;PR;0.0;0.0;0.0;0.0
4648;5;18:28;Cruzeiro;Coritiba;3;2;MG;PR;0.0;0.0;0.0;0.0
4649;5;16:00;Gremio;Fluminense;1;0;RS;RJ;0.0;0.0;0.0;0.0
4650;5;16:02;Corinthians;Figueirense;0;1;SP;SC;0.0;0.0;0.0;0.0
4651;5;15:58;Flamengo;Sao Paulo;0;2;RJ;SP;0.0;0.0;0.0;0.0
4652;5;16:15;Athletico-PR;Chapecoense;1;1;PR;SC;0.0;0.0;0.0;0.0
4652;5;16:15;Athletico-PR;Chapecoense;1;1;PR;SC;0.0;0.0;0.0;0.0
4653;5;18:33;Vitoria;Palmeiras;0;1;BA;SP;0.0;0.0;0.0;0.0
4654;5;18:29;Criciuma;Internacional;0;0;SC;RS;0.0;0.0;0.0;0.0
4655;5;18:33;Santos;Atletico-MG;1;2;SP;MG;0.0;0.0;0.0;0.0
4655;5;18:33;Santos;Atletico-MG;1;2;SP;MG;0.0;0.0;0.0;0.0
4657;6;19:31;Coritiba;Internacional;1;1;PR;RS;0.0;0.0;1.0;0.0
4657;6;19:31;Coritiba;Internacional;1;1;PR;RS;0.0;0.0;0.0;0.0
4658;6;19:30;Flamengo;Bahia;1;1;RJ;BA;0.0;0.0;0.0;0.0
4658;6;19:30;Flamengo;Bahia;1;1;RJ;BA;0.0;0.0;0.0;0.0
4659;6;20:59;Cruzeiro;Sport;2;0;MG;PE;0.0;0.0;0.0;0.0
4660;6;21:02;Criciuma;Chapecoense;1;0;SC;SC;0.0;0.0;0.0;0.0
4661;6;22:03;Corinthians;Athletico-PR;1;1;SP;PR;0.0;0.0;0.0;0.0
4661;6;22:03;Corinthians;Athletico-PR;1;1;SP;PR;0.0;0.0;1.0;0.0
4662;6;22:00;Fluminense;Sao Paulo;5;2;RJ;SP;1.0;0.0;0.0;0.0
4662;6;22:00;Fluminense;Sao Paulo;5;2;RJ;SP;0.0;0.0;0.0;1.0
4663;6;22:00;Gremio;Botafogo-RJ;2;1;RS;RJ;0.0;0.0;0.0;0.0
4663;6;22:00;Gremio;Botafogo-RJ;2;1;RS;RJ;0.0;0.0;0.0;0.0
4664;6;19:32;Palmeiras;Figueirense;1;0;SP;SC;0.0;0.0;0.0;0.0
4665;6;19:31;Goias;Santos;2;2;GO;SP;0.0;0.0;0.0;0.0
4665;6;19:31;Goias;Santos;2;2;GO;SP;0.0;0.0;0.0;1.0
4666;6;21:03;Vitoria;Atletico-MG;2;3;BA;MG;0.0;1.0;0.0;0.0
4666;6;21:03;Vitoria;Atletico-MG;2;3;BA;MG;0.0;0.0;0.0;0.0
4667;7;18:33;Bahia;Fluminense;0;1;BA;RJ;0.0;0.0;0.0;0.0
4668;7;20:59;Sao Paulo;Gremio;1;0;SP;RS;0.0;0.0;0.0;0.0
4669;7;16:04;Santos;Flamengo;0;0;SP;RJ;0.0;0.0;0.0;0.0
4670;7;16:03;Figueirense;Goias;0;1;SC;GO;0.0;0.0;0.0;0.0
4671;7;16:00;Sport;Corinthians;1;4;PE;SP;0.0;0.0;0.0;1.0
4671;7;16:00;Sport;Corinthians;1;4;PE;SP;0.0;0.0;0.0;0.0
4672;7;16:01;Athletico-PR;Coritiba;2;0;PR;PR;1.0;0.0;0.0;0.0
4673;7;18:30;Internacional;Cruzeiro;1;3;RS;MG;0.0;0.0;0.0;0.0
4673;7;18:30;Internacional;Cruzeiro;1;3;RS;MG;0.0;0.0;0.0;0.0
4674;7;18:32;Botafogo-RJ;Vitoria;1;1;RJ;BA;0.0;0.0;0.0;0.0
4674;7;18:32;Botafogo-RJ;Vitoria;1;1;RJ;BA;0.0;0.0;0.0;0.0
4675;7;18:34;Chapecoense;Palmeiras;2;0;SC;SP;0.0;0.0;0.0;0.0
4676;7;18:35;Atletico-MG;Criciuma;0;0;MG;SC;0.0;0.0;0.0;0.0
4677;8;19:32;Criciuma;Coritiba;1;0;SC;PR;0.0;0.0;0.0;0.0
4678;8;19:33;Palmeiras;Botafogo-RJ;0;2;SP;RJ;0.0;0.0;0.0;0.0
4679;8;19:28;Sport;Gremio;0;0;PE;RS;0.0;0.0;0.0;0.0
4680;8;20:56;Internacional;Chapecoense;2;0;RS;SC;0.0;0.0;0.0;0.0
4681;8;21:02;Goias;Vitoria;0;0;GO;BA;0.0;0.0;0.0;0.0
4682;8;21:59;Corinthians;Cruzeiro;1;0;SP;MG;0.0;0.0;0.0;0.0
4683;8;22:02;Athletico-PR;Sao Paulo;2;2;PR;SP;0.0;0.0;0.0;0.0
4683;8;22:02;Athletico-PR;Sao Paulo;2;2;PR;SP;0.0;0.0;0.0;1.0
4684;8;22:01;Atletico-MG;Fluminense;2;0;MG;RJ;0.0;0.0;0.0;0.0
4685;8;19:29;Flamengo;Figueirense;1;1;RJ;SC;0.0;0.0;0.0;0.0
4685;8;19:29;Flamengo;Figueirense;1;1;RJ;SC;0.0;0.0;0.0;0.0
4686;8;21:02;Bahia;Santos;0;2;BA;SP;0.0;0.0;0.0;0.0
4687;9;18:29;Coritiba;Goias;3;0;PR;GO;0.0;0.0;0.0;0.0
4688;9;18:32;Sao Paulo;Atletico-MG;2;1;SP;MG;0.0;0.0;0.0;0.0
4688;9;18:32;Sao Paulo;Atletico-MG;2;1;SP;MG;0.0;0.0;0.0;0.0
4689;9;21:03;Vitoria;Sport;0;1;BA;PE;0.0;0.0;0.0;0.0
4690;9;15:58;Gremio;Palmeiras;0;0;RS;SP;0.0;0.0;0.0;0.0
4691;9;16:01;Chapecoense;Bahia;2;1;SC;BA;0.0;0.0;0.0;0.0
4691;9;16:01;Chapecoense;Bahia;2;1;SC;BA;0.0;0.0;0.0;0.0
4692;9;16:01;Cruzeiro;Flamengo;3;0;MG;RJ;0.0;0.0;0.0;0.0
4693;9;18:30;Fluminense;Internacional;1;1;RJ;RS;0.0;0.0;0.0;0.0
4693;9;18:30;Fluminense;Internacional;1;1;RJ;RS;0.0;0.0;0.0;0.0
4694;9;18:29;Santos;Criciuma;2;0;SP;SC;0.0;0.0;0.0;0.0
4695;9;18:30;Figueirense;Athletico-PR;1;3;SC;PR;0.0;0.0;0.0;0.0
4695;9;18:30;Figueirense;Athletico-PR;1;3;SC;PR;0.0;0.0;0.0;0.0
4697;28;16:03;Corinthians;Botafogo-RJ;1;1;SP;RJ;0.0;0.0;0.0;0.0
4697;28;16:03;Corinthians;Botafogo-RJ;1;1;SP;RJ;0.0;0.0;0.0;0.0
4656;5;21:00;Sport;Bahia;1;0;PE;BA;0.0;0.0;0.0;0.0
4707;10;19:29;Gremio;Goias;0;0;RS;GO;0.0;0.0;0.0;0.0
4708;10;19:34;Coritiba;Figueirense;0;2;PR;SC;0.0;0.0;0.0;0.0
4709;10;19:31;Sport;Botafogo-RJ;1;0;PE;RJ;0.0;0.0;0.0;0.0
4710;10;22:03;Criciuma;Fluminense;3;2;SC;RJ;0.0;0.0;1.0;0.0
4710;10;22:03;Criciuma;Fluminense;3;2;SC;RJ;0.0;0.0;0.0;0.0
4711;10;22:00;Bahia;Sao Paulo;0;2;BA;SP;0.0;0.0;0.0;1.0
4712;10;21:59;Flamengo;Athletico-PR;1;2;RJ;PR;0.0;0.0;0.0;0.0
4712;10;21:59;Flamengo;Athletico-PR;1;2;RJ;PR;0.0;0.0;0.0;0.0
4713;10;19:37;Corinthians;Internacional;2;1;SP;RS;0.0;0.0;0.0;0.0
4713;10;19:37;Corinthians;Internacional;2;1;SP;RS;0.0;0.0;0.0;0.0
4714;10;19:32;Santos;Palmeiras;2;0;SP;SP;0.0;0.0;0.0;0.0
4715;10;20:59;Cruzeiro;Vitoria;3;1;MG;BA;1.0;0.0;0.0;0.0
4715;10;20:59;Cruzeiro;Vitoria;3;1;MG;BA;0.0;0.0;0.0;0.0
4717;11;18:30;Sao Paulo;Chapecoense;0;1;SP;SC;0.0;0.0;0.0;0.0
4718;11;18:30;Figueirense;Gremio;0;1;SC;RS;0.0;0.0;0.0;0.0
4719;11;18:32;Atletico-MG;Bahia;1;1;MG;BA;0.0;0.0;0.0;0.0
4719;11;18:32;Atletico-MG;Bahia;1;1;MG;BA;0.0;0.0;0.0;0.0
4720;11;21:00;Botafogo-RJ;Coritiba;1;0;RJ;PR;0.0;0.0;0.0;0.0
4721;11;16:04;Internacional;Flamengo;4;0;RS;RJ;0.0;0.0;1.0;0.0
4722;11;16:02;Palmeiras;Cruzeiro;1;2;SP;MG;0.0;0.0;0.0;0.0
4722;11;16:02;Palmeiras;Cruzeiro;1;2;SP;MG;0.0;0.0;0.0;0.0
4723;11;16:04;Vitoria;Corinthians;0;0;BA;SP;0.0;0.0;0.0;0.0
4724;11;18:30;Athletico-PR;Criciuma;2;0;PR;SC;0.0;0.0;0.0;0.0
4725;11;18:32;Fluminense;Santos;1;0;RJ;SP;0.0;0.0;0.0;0.0
4726;11;18:31;Goias;Sport;0;0;GO;PE;0.0;0.0;0.0;0.0
4727;12;18:32;Santos;Chapecoense;3;0;SP;SC;0.0;0.0;0.0;0.0
4728;12;18:28;Cruzeiro;Figueirense;5;0;MG;SC;0.0;0.0;1.0;0.0
4729;12;18:34;Criciuma;Vitoria;1;3;SC;BA;0.0;0.0;0.0;0.0
4729;12;18:34;Criciuma;Vitoria;1;3;SC;BA;0.0;0.0;0.0;0.0
4730;12;21:01;Bahia;Internacional;0;1;BA;RS;0.0;0.0;0.0;0.0
4731;12;15:59;Goias;Sao Paulo;2;1;GO;SP;0.0;0.0;0.0;0.0
4731;12;15:59;Goias;Sao Paulo;2;1;GO;SP;0.0;0.0;0.0;0.0
4732;12;16:02;Athletico-PR;Fluminense;0;3;PR;RJ;0.0;0.0;0.0;1.0
4733;12;15:59;Corinthians;Palmeiras;2;0;SP;SP;0.0;0.0;0.0;0.0
4734;12;15:58;Sport;Atletico-MG;2;1;PE;MG;0.0;0.0;0.0;1.0
4734;12;15:58;Sport;Atletico-MG;2;1;PE;MG;0.0;0.0;0.0;0.0
4735;12;18:30;Flamengo;Botafogo-RJ;1;0;RJ;RJ;0.0;0.0;0.0;0.0
4736;12;18:28;Gremio;Coritiba;2;3;RS;PR;0.0;0.0;0.0;0.0
4736;12;18:28;Gremio;Coritiba;2;3;RS;PR;0.0;0.0;0.0;0.0
4737;13;18:29;Botafogo-RJ;Cruzeiro;1;1;RJ;MG;0.0;0.0;0.0;0.0
4737;13;18:29;Botafogo-RJ;Cruzeiro;1;1;RJ;MG;0.0;0.0;0.0;0.0
4738;13;18:30;Sao Paulo;Criciuma;1;1;SP;SC;0.0;0.0;0.0;0.0
4738;13;18:30;Sao Paulo;Criciuma;1;1;SP;SC;0.0;0.0;0.0;0.0
4739;13;21:00;Vitoria;Gremio;2;1;BA;RS;0.0;0.0;0.0;0.0
4739;13;21:00;Vitoria;Gremio;2;1;BA;RS;0.0;0.0;0.0;0.0
4740;13;16:00;Palmeiras;Bahia;1;1;SP;BA;0.0;0.0;0.0;0.0
4740;13;16:00;Palmeiras;Bahia;1;1;SP;BA;0.0;0.0;0.0;0.0
4741;13;16:00;Chapecoense;Flamengo;1;0;SC;RJ;0.0;0.0;0.0;0.0
4742;13;16:01;Coritiba;Corinthians;0;0;PR;SP;0.0;0.0;0.0;0.0
4743;13;16:00;Figueirense;Sport;3;0;SC;PE;0.0;0.0;0.0;0.0
4744;13;18:29;Internacional;Santos;1;0;RS;SP;0.0;0.0;0.0;0.0
4745;13;18:27;Fluminense;Goias;2;0;RJ;GO;1.0;0.0;0.0;0.0
4746;13;18:29;Atletico-MG;Athletico-PR;3;1;MG;PR;0.0;0.0;0.0;0.0
4746;13;18:29;Atletico-MG;Athletico-PR;3;1;MG;PR;2.0;0.0;0.0;0.0
4716;10;20:59;Chapecoense;Atletico-MG;1;1;SC;MG;0.0;0.0;0.0;0.0
4716;10;20:59;Chapecoense;Atletico-MG;1;1;SC;MG;0.0;0.0;0.0;0.0
4747;14;18:31;Criciuma;Cruzeiro;0;0;SC;MG;0.0;0.0;0.0;0.0
4748;14;18:32;Bahia;Goias;1;0;BA;GO;0.0;0.0;0.0;0.0
4749;14;20:58;Fluminense;Coritiba;1;1;RJ;PR;0.0;0.0;0.0;0.0
4749;14;20:58;Fluminense;Coritiba;1;1;RJ;PR;0.0;0.0;0.0;0.0
4750;14;16:00;Flamengo;Sport;1;0;RJ;PE;0.0;0.0;0.0;0.0
4751;14;16:02;Santos;Corinthians;0;1;SP;SP;0.0;0.0;0.0;0.0
4752;14;16:00;Athletico-PR;Botafogo-RJ;2;0;PR;RJ;0.0;0.0;0.0;0.0
4753;14;16:02;Internacional;Gremio;2;0;RS;RS;0.0;0.0;0.0;0.0
4754;14;18:28;Atletico-MG;Palmeiras;2;1;MG;SP;0.0;0.0;0.0;0.0
4754;14;18:28;Atletico-MG;Palmeiras;2;1;MG;SP;0.0;0.0;0.0;0.0
4755;14;18:29;Chapecoense;Figueirense;0;1;SC;SC;0.0;0.0;0.0;0.0
4756;14;18:30;Sao Paulo;Vitoria;3;1;SP;BA;0.0;0.0;0.0;0.0
4756;14;18:30;Sao Paulo;Vitoria;3;1;SP;BA;0.0;0.0;0.0;0.0
4757;15;18:30;Goias;Internacional;0;1;GO;RS;0.0;1.0;0.0;0.0
4758;15;20:58;Corinthians;Bahia;1;1;SP;BA;0.0;0.0;0.0;0.0
4758;15;20:58;Corinthians;Bahia;1;1;SP;BA;0.0;0.0;0.0;0.0
4759;15;15:59;Coritiba;Flamengo;0;1;PR;RJ;0.0;0.0;0.0;0.0
4760;15;16:01;Palmeiras;Sao Paulo;1;2;SP;SP;0.0;0.0;1.0;0.0
4760;15;16:01;Palmeiras;Sao Paulo;1;2;SP;SP;0.0;0.0;0.0;0.0
4761;15;15:58;Gremio;Criciuma;2;0;RS;SC;0.0;0.0;1.0;0.0
4762;15;16:00;Cruzeiro;Santos;3;0;MG;SP;0.0;0.0;0.0;0.0
4763;15;16:02;Vitoria;Chapecoense;0;0;BA;SC;0.0;0.0;0.0;0.0
4764;15;18:30;Botafogo-RJ;Fluminense;2;0;RJ;RJ;0.0;0.0;0.0;0.0
4765;15;18:32;Sport;Athletico-PR;1;1;PE;PR;0.0;0.0;0.0;0.0
4765;15;18:32;Sport;Athletico-PR;1;1;PE;PR;0.0;0.0;0.0;0.0
4766;15;18:31;Figueirense;Atletico-MG;2;2;SC;MG;0.0;0.0;0.0;1.0
4766;15;18:31;Figueirense;Atletico-MG;2;2;SC;MG;1.0;0.0;0.0;0.0
4767;16;19:27;Sport;Palmeiras;2;1;PE;SP;0.0;0.0;0.0;0.0
4767;16;19:27;Sport;Palmeiras;2;1;PE;SP;1.0;0.0;0.0;0.0
4768;16;19:30;Figueirense;Botafogo-RJ;1;0;SC;RJ;0.0;0.0;0.0;0.0
4769;16;19:30;Santos;Athletico-PR;2;0;SP;PR;0.0;0.0;0.0;0.0
4770;16;20:58;Coritiba;Vitoria;2;0;PR;BA;0.0;0.0;1.0;0.0
4771;16;20:58;Bahia;Criciuma;0;0;BA;SC;0.0;0.0;0.0;0.0
4772;16;21:59;Chapecoense;Fluminense;1;0;SC;RJ;0.0;0.0;0.0;0.0
4773;16;22:00;Flamengo;Atletico-MG;2;1;RJ;MG;0.0;0.0;0.0;0.0
4773;16;22:00;Flamengo;Atletico-MG;2;1;RJ;MG;0.0;0.0;1.0;0.0
4774;16;22:00;Internacional;Sao Paulo;0;1;RS;SP;0.0;0.0;0.0;0.0
4775;16;19:30;Corinthians;Goias;5;2;SP;GO;0.0;0.0;0.0;0.0
4775;16;19:30;Corinthians;Goias;5;2;SP;GO;0.0;0.0;0.0;0.0
4776;16;20:27;Cruzeiro;Gremio;1;0;MG;RS;0.0;0.0;0.0;0.0
4777;17;18:29;Atletico-MG;Internacional;1;0;MG;RS;0.0;0.0;0.0;0.0
4778;17;18:29;Botafogo-RJ;Chapecoense;1;0;RJ;SC;0.0;0.0;0.0;0.0
4779;17;21:01;Palmeiras;Coritiba;1;0;SP;PR;0.0;0.0;0.0;0.0
4780;17;15:58;Gremio;Corinthians;2;1;RS;SP;0.0;0.0;0.0;0.0
4780;17;15:58;Gremio;Corinthians;2;1;RS;SP;0.0;0.0;0.0;0.0
4781;17;16:00;Criciuma;Flamengo;0;2;SC;RJ;0.0;0.0;0.0;1.0
4782;17;16:00;Vitoria;Figueirense;0;1;BA;SC;0.0;0.0;0.0;0.0
4783;17;16:00;Sao Paulo;Santos;2;1;SP;SP;0.0;0.0;0.0;1.0
4783;17;16:00;Sao Paulo;Santos;2;1;SP;SP;0.0;0.0;0.0;0.0
4784;17;16:00;Fluminense;Sport;4;0;RJ;PE;0.0;0.0;0.0;0.0
4785;17;18:30;Goias;Cruzeiro;0;1;GO;MG;0.0;0.0;0.0;0.0
4786;17;18:29;Athletico-PR;Bahia;0;0;PR;BA;0.0;0.0;0.0;0.0
4787;18;18:32;Palmeiras;Internacional;0;1;SP;RS;0.0;0.0;0.0;0.0
4788;18;18:27;Cruzeiro;Chapecoense;4;2;MG;SC;0.0;0.0;0.0;0.0
4788;18;18:27;Cruzeiro;Chapecoense;4;2;MG;SC;0.0;0.0;0.0;0.0
4789;18;16:02;Corinthians;Fluminense;1;1;SP;RJ;0.0;0.0;0.0;0.0
4789;18;16:02;Corinthians;Fluminense;1;1;SP;RJ;0.0;0.0;0.0;1.0
4790;18;16:00;Coritiba;Atletico-MG;0;0;PR;MG;0.0;0.0;0.0;0.0
4791;18;15:59;Sport;Criciuma;2;0;PE;SC;0.0;0.0;0.0;0.0
4792;18;16:02;Figueirense;Sao Paulo;1;1;SC;SP;0.0;0.0;0.0;0.0
4792;18;16:02;Figueirense;Sao Paulo;1;1;SC;SP;0.0;0.0;0.0;1.0
4793;18;16:01;Botafogo-RJ;Santos;1;0;RJ;SP;0.0;0.0;0.0;0.0
4794;18;18:29;Gremio;Bahia;1;0;RS;BA;0.0;0.0;0.0;0.0
4795;18;18:30;Goias;Athletico-PR;3;1;GO;PR;0.0;0.0;0.0;0.0
4795;18;18:30;Goias;Athletico-PR;3;1;GO;PR;0.0;0.0;0.0;0.0
4796;18;18:31;Vitoria;Flamengo;1;2;BA;RJ;0.0;0.0;0.0;1.0
4796;18;18:31;Vitoria;Flamengo;1;2;BA;RJ;0.0;0.0;0.0;0.0
4797;19;18:33;Santos;Vitoria;3;1;SP;BA;0.0;0.0;0.0;0.0
4797;19;18:33;Santos;Vitoria;3;1;SP;BA;0.0;0.0;0.0;0.0
4798;19;18:29;Flamengo;Gremio;0;1;RJ;RS;0.0;0.0;0.0;0.0
4799;19;21:00;Chapecoense;Goias;0;0;SC;GO;0.0;0.0;0.0;0.0
