ID;rodada;hora;mandante;visitante;mandante_placar;visitante_placar;mandante_estado;visitante_estado;gcontra_mandante;gcontra_visitante;penalti_mandante;penalti_visitante
1;1;16:00;Guarani;Vasco;4;2;SP;RJ;0.0;0.0;0.0;0.0
2;1;16:00;Athletico-PR;Gremio;2;0;PR;RS;0.0;0.0;0.0;0.0
3;1;16:00;Flamengo;Coritiba;1;1;RJ;PR;0.0;0.0;0.0;0.0
4;1;16:00;Goias;Paysandu;2;2;GO;PA;0.0;0.0;0.0;0.0
5;1;16:00;Internacional;Ponte Preta;1;1;RS;SP;0.0;0.0;0.0;0.0
6;1;16:00;Criciuma;Fluminense;2;0;SC;RJ;0.0;0.0;0.0;0.0
7;1;16:00;Juventude;Sao Paulo;2;2;RS;SP;0.0;0.0;0.0;0.0
8;1;16:00;Fortaleza;Bahia;0;0;CE;BA;0.0;0.0;0.0;0.0
9;1;16:00;Cruzeiro;Sao Caetano;2;2;MG;SP;0.0;0.0;0.0;0.0
10;1;16:00;Vitoria;Figueirense;1;1;BA;SC;0.0;0.0;0.0;0.0
11;1;18:00;Santos;Parana;2;2;SP;PR;0.0;0.0;0.0;0.0
12;1;18:00;Corinthians;Atletico-MG;0;3;SP;MG;0.0;0.0;0.0;0.0
13;2;16:00;Fluminense;Fortaleza;1;1;RJ;CE;0.0;0.0;0.0;0.0
14;2;16:00;Atletico-MG;Santos;0;0;MG;SP;0.0;0.0;0.0;0.0
15;2;16:00;Coritiba;Internacional;0;1;PR;RS;0.0;0.0;0.0;0.0
16;2;18:00;Gremio;Guarani;3;1;RS;SP;0.0;0.0;0.0;0.0
17;2;16:00;Bahia;Flamengo;1;2;BA;RJ;0.0;0.0;0.0;0.0
18;2;16:00;Figueirense;Corinthians;3;3;SC;SP;0.0;0.0;0.0;0.0
19;2;16:00;Paysandu;Vitoria;1;2;PA;BA;0.0;0.0;0.0;0.0
20;2;16:00;Ponte Preta;Juventude;1;0;SP;RS;0.0;0.0;0.0;0.0
21;2;16:00;Parana;Athletico-PR;3;0;PR;PR;0.0;0.0;0.0;0.0
22;2;16:00;Sao Caetano;Criciuma;3;2;SP;SC;0.0;0.0;0.0;0.0
23;2;18:00;Sao Paulo;Cruzeiro;2;4;SP;MG;0.0;0.0;0.0;0.0
24;2;18:00;Vasco;Goias;6;4;RJ;GO;0.0;0.0;0.0;0.0
25;4;21:40;Paysandu;Santos;2;1;PA;SP;0.0;0.0;0.0;0.0
37;3;16:00;Internacional;Bahia;2;0;RS;BA;0.0;0.0;0.0;0.0
38;3;16:00;Santos;Figueirense;2;0;SP;SC;0.0;0.0;0.0;0.0
39;3;16:00;Athletico-PR;Atletico-MG;1;2;PR;MG;0.0;0.0;0.0;0.0
40;3;18:00;Corinthians;Paysandu;6;1;SP;PA;0.0;0.0;0.0;0.0
41;3;16:00;Vitoria;Vasco;2;1;BA;RJ;0.0;0.0;0.0;0.0
42;3;16:00;Criciuma;Sao Paulo;1;1;SC;SP;0.0;0.0;0.0;0.0
43;3;16:00;Fortaleza;Sao Caetano;1;1;CE;SP;0.0;0.0;0.0;0.0
44;3;16:00;Juventude;Coritiba;2;1;RS;PR;0.0;0.0;0.0;0.0
45;3;16:00;Guarani;Parana;2;0;SP;PR;0.0;0.0;0.0;0.0
46;3;16:00;Goias;Gremio;1;1;GO;RS;0.0;0.0;0.0;0.0
47;3;18:00;Cruzeiro;Ponte Preta;3;0;MG;SP;0.0;0.0;0.0;0.0
48;3;18:00;Flamengo;Fluminense;4;1;RJ;RJ;0.0;0.0;0.0;0.0
26;4;20:30;Bahia;Juventude;3;1;BA;RS;0.0;0.0;0.0;0.0
27;4;20:30;Gremio;Vitoria;2;1;RS;BA;0.0;0.0;0.0;0.0
28;4;20:30;Atletico-MG;Guarani;3;2;MG;SP;0.0;0.0;0.0;0.0
29;4;20:30;Figueirense;Athletico-PR;1;1;SC;PR;0.0;0.0;0.0;0.0
30;4;20:30;Ponte Preta;Criciuma;1;1;SP;SC;0.0;0.0;0.0;0.0
31;4;21:40;Sao Caetano;Flamengo;1;1;SP;RJ;0.0;0.0;0.0;0.0
32;4;21:40;Vasco;Corinthians;2;2;RJ;SP;0.0;0.0;0.0;0.0
33;4;21:40;Coritiba;Cruzeiro;3;4;PR;MG;0.0;0.0;0.0;0.0
34;4;20:30;Fluminense;Internacional;3;1;RJ;RS;0.0;0.0;0.0;0.0
35;4;20:30;Sao Paulo;Fortaleza;3;1;SP;CE;0.0;0.0;0.0;0.0
36;4;20:30;Parana;Goias;3;1;PR;GO;0.0;0.0;0.0;0.0
144;12;20:30;Flamengo;Cruzeiro;3;0;RJ;MG;0.0;0.0;0.0;0.0
49;5;16:00;Bahia;Atletico-MG;2;4;BA;MG;0.0;0.0;0.0;0.0
50;5;16:00;Sao Caetano;Gremio;1;1;SP;RS;0.0;0.0;0.0;0.0
51;5;18:00;Flamengo;Santos;0;2;RJ;SP;0.0;0.0;0.0;0.0
52;5;16:00;Sao Paulo;Vasco;3;1;SP;RJ;0.0;0.0;0.0;0.0
53;5;16:00;Internacional;Corinthians;2;1;RS;SP;0.0;0.0;0.0;0.0
54;5;16:00;Criciuma;Guarani;1;0;SC;SP;0.0;0.0;0.0;0.0
55;5;16:00;Juventude;Vitoria;1;1;RS;BA;0.0;0.0;0.0;0.0
56;5;16:00;Fortaleza;Athletico-PR;1;0;CE;PR;0.0;0.0;0.0;0.0
57;5;16:00;Ponte Preta;Paysandu;4;4;SP;PA;0.0;0.0;0.0;0.0
58;5;18:00;Cruzeiro;Goias;4;1;MG;GO;0.0;0.0;0.0;0.0
59;5;18:00;Fluminense;Parana;0;0;RJ;PR;0.0;0.0;0.0;0.0
60;5;20:30;Coritiba;Figueirense;1;0;PR;SC;0.0;0.0;0.0;0.0
61;6;16:00;Atletico-MG;Coritiba;1;2;MG;PR;0.0;0.0;0.0;0.0
62;6;16:00;Parana;Bahia;3;1;PR;BA;0.0;0.0;0.0;0.0
63;6;16:00;Vitoria;Internacional;0;3;BA;RS;0.0;0.0;0.0;0.0
64;6;18:00;Guarani;Cruzeiro;1;1;SP;MG;0.0;0.0;0.0;0.0
65;6;16:00;Corinthians;Flamengo;1;1;SP;RJ;0.0;0.0;0.0;0.0
66;6;16:00;Goias;Juventude;7;0;GO;RS;0.0;0.0;0.0;0.0
67;6;16:00;Figueirense;Ponte Preta;0;0;SC;SP;0.0;0.0;0.0;0.0
68;6;16:00;Santos;Fortaleza;4;0;SP;CE;0.0;0.0;0.0;0.0
69;6;16:00;Gremio;Fluminense;0;1;RS;RJ;0.0;0.0;0.0;0.0
70;6;16:00;Athletico-PR;Criciuma;4;2;PR;SC;0.0;0.0;0.0;0.0
71;6;18:00;Paysandu;Sao Paulo;5;2;PA;SP;0.0;0.0;0.0;0.0
72;6;18:00;Vasco;Sao Caetano;1;0;RJ;SP;0.0;0.0;0.0;0.0
73;7;16:00;Flamengo;Vitoria;2;1;RJ;BA;0.0;0.0;0.0;0.0
74;7;16:00;Bahia;Gremio;2;1;BA;RS;0.0;0.0;0.0;0.0
75;7;18:00;Cruzeiro;Athletico-PR;5;2;MG;PR;0.0;0.0;0.0;0.0
76;7;16:00;Fortaleza;Corinthians;1;2;CE;SP;0.0;0.0;0.0;0.0
77;7;16:00;Sao Paulo;Figueirense;3;2;SP;SC;0.0;0.0;0.0;0.0
78;7;16:00;Sao Caetano;Paysandu;2;0;SP;PA;0.0;0.0;0.0;0.0
79;7;16:00;Internacional;Goias;2;1;RS;GO;0.0;0.0;0.0;0.0
80;7;16:00;Ponte Preta;Atletico-MG;2;1;SP;MG;0.0;0.0;0.0;0.0
81;7;16:00;Juventude;Guarani;1;1;RS;SP;0.0;0.0;0.0;0.0
82;7;16:00;Coritiba;Parana;2;1;PR;PR;0.0;0.0;0.0;0.0
83;7;18:00;Criciuma;Santos;1;3;SC;SP;0.0;0.0;0.0;0.0
84;7;18:00;Fluminense;Vasco;0;0;RJ;RJ;0.0;0.0;0.0;0.0
85;8;16:00;Goias;Flamengo;1;1;GO;RJ;0.0;0.0;0.0;0.0
86;8;16:00;Santos;Cruzeiro;0;2;SP;MG;0.0;0.0;0.0;0.0
87;8;16:00;Parana;Ponte Preta;3;2;PR;SP;0.0;0.0;0.0;0.0
88;8;18:00;Corinthians;Criciuma;3;0;SP;SC;0.0;0.0;0.0;0.0
89;8;16:00;Vasco;Bahia;1;1;RJ;BA;0.0;0.0;0.0;0.0
90;8;16:00;Paysandu;Fluminense;2;2;PA;RJ;0.0;0.0;0.0;0.0
91;8;16:00;Atletico-MG;Sao Paulo;2;2;MG;SP;0.0;0.0;0.0;0.0
92;8;16:00;Vitoria;Fortaleza;2;1;BA;CE;0.0;0.0;0.0;0.0
93;8;16:00;Guarani;Internacional;3;0;SP;RS;0.0;0.0;0.0;0.0
94;8;16:00;Athletico-PR;Juventude;2;0;PR;RS;0.0;0.0;0.0;0.0
95;8;16:00;Figueirense;Sao Caetano;3;0;SC;SP;0.0;0.0;0.0;0.0
96;8;18:00;Gremio;Coritiba;1;0;RS;PR;0.0;0.0;0.0;0.0
97;9;16:00;Fluminense;Figueirense;3;0;RJ;SC;0.0;0.0;0.0;0.0
98;9;16:00;Sao Caetano;Atletico-MG;2;0;SP;MG;0.0;0.0;0.0;0.0
99;9;18:00;Juventude;Santos;1;1;RS;SP;0.0;0.0;0.0;0.0
100;9;16:00;Bahia;Paysandu;2;0;BA;PA;0.0;0.0;0.0;0.0
101;9;16:00;Internacional;Athletico-PR;1;1;RS;PR;0.0;0.0;0.0;0.0
102;9;16:00;Coritiba;Vasco;1;1;PR;RJ;0.0;0.0;0.0;0.0
103;9;16:00;Cruzeiro;Corinthians;1;1;MG;SP;0.0;0.0;0.0;0.0
104;9;16:00;Fortaleza;Goias;1;0;CE;GO;0.0;0.0;0.0;0.0
105;9;16:00;Ponte Preta;Gremio;2;1;SP;RS;0.0;0.0;0.0;0.0
106;9;16:00;Criciuma;Vitoria;1;1;SC;BA;0.0;0.0;0.0;0.0
107;9;18:00;Flamengo;Guarani;1;1;RJ;SP;0.0;0.0;0.0;0.0
108;9;18:00;Sao Paulo;Parana;2;0;SP;PR;0.0;0.0;0.0;0.0
109;10;16:00;Atletico-MG;Fluminense;3;0;MG;RJ;0.0;0.0;0.0;0.0
110;10;16:00;Parana;Sao Caetano;1;1;PR;SP;0.0;0.0;0.0;0.0
111;10;16:00;Corinthians;Juventude;3;0;SP;RS;0.0;0.0;0.0;0.0
112;10;18:00;Vasco;Ponte Preta;1;0;RJ;SP;0.0;0.0;0.0;0.0
113;10;16:00;Athletico-PR;Flamengo;4;1;PR;RJ;0.0;0.0;0.0;0.0
114;10;16:00;Paysandu;Coritiba;1;3;PA;PR;0.0;0.0;0.0;0.0
115;10;16:00;Goias;Criciuma;0;2;GO;SC;0.0;0.0;0.0;0.0
116;10;16:00;Gremio;Sao Paulo;1;2;RS;SP;0.0;0.0;0.0;0.0
117;10;16:00;Guarani;Fortaleza;2;1;SP;CE;0.0;0.0;0.0;0.0
118;10;16:00;Figueirense;Bahia;1;0;SC;BA;0.0;0.0;0.0;0.0
119;10;18:00;Vitoria;Cruzeiro;2;1;BA;MG;0.0;0.0;0.0;0.0
120;10;18:00;Santos;Internacional;2;1;SP;RS;0.0;0.0;0.0;0.0
121;11;16:00;Fluminense;Athletico-PR;2;1;RJ;PR;0.0;0.0;0.0;0.0
122;11;16:00;Cruzeiro;Criciuma;2;0;MG;SC;0.0;0.0;0.0;0.0
123;11;16:00;Coritiba;Guarani;3;2;PR;SP;0.0;0.0;0.0;0.0
124;11;16:00;Ponte Preta;Sao Caetano;0;0;SP;SP;0.0;0.0;0.0;0.0
125;11;18:00;Internacional;Paysandu;2;1;RS;PA;0.0;0.0;0.0;0.0
126;11;16:00;Parana;Flamengo;6;2;PR;RJ;0.0;0.0;0.0;0.0
127;11;16:00;Bahia;Goias;2;1;BA;GO;0.0;0.0;0.0;0.0
128;11;16:00;Fortaleza;Juventude;3;1;CE;RS;0.0;0.0;0.0;0.0
129;11;16:00;Figueirense;Gremio;2;1;SC;RS;0.0;0.0;0.0;0.0
130;11;16:00;Santos;Sao Paulo;3;2;SP;SP;0.0;0.0;0.0;0.0
131;11;18:00;Corinthians;Vitoria;4;0;SP;BA;0.0;0.0;0.0;0.0
132;11;18:00;Vasco;Atletico-MG;2;2;RJ;MG;0.0;0.0;0.0;0.0
133;12;16:00;Vitoria;Fluminense;2;1;BA;RJ;0.0;0.0;0.0;0.0
134;12;16:00;Guarani;Santos;1;2;SP;SP;0.0;0.0;0.0;0.0
135;12;16:00;Gremio;Fortaleza;3;1;RS;CE;0.0;0.0;0.0;0.0
136;12;18:00;Atletico-MG;Figueirense;1;1;MG;SC;0.0;0.0;0.0;0.0
137;12;16:00;Paysandu;Parana;3;0;PA;PR;0.0;0.0;0.0;0.0
138;12;16:00;Juventude;Vasco;0;0;RS;RJ;0.0;0.0;0.0;0.0
139;12;16:00;Athletico-PR;Ponte Preta;4;2;PR;SP;0.0;0.0;0.0;0.0
140;12;16:00;Goias;Coritiba;1;2;GO;PR;0.0;0.0;0.0;0.0
141;12;16:00;Sao Caetano;Corinthians;1;0;SP;SP;0.0;0.0;0.0;0.0
142;12;18:00;Criciuma;Internacional;1;0;SC;RS;0.0;0.0;0.0;0.0
143;12;18:00;Sao Paulo;Bahia;2;2;SP;BA;0.0;0.0;0.0;0.0
145;13;16:00;Fluminense;Goias;2;3;RJ;GO;0.0;0.0;0.0;0.0
146;13;16:00;Ponte Preta;Guarani;0;2;SP;SP;0.0;0.0;0.0;0.0
147;13;18:00;Coritiba;Athletico-PR;2;0;PR;PR;0.0;0.0;0.0;0.0
148;13;16:00;Corinthians;Sao Paulo;1;2;SP;SP;0.0;0.0;0.0;0.0
149;13;16:00;Fortaleza;Paysandu;1;2;CE;PA;0.0;0.0;0.0;0.0
150;13;16:00;Parana;Juventude;1;2;PR;RS;0.0;0.0;0.0;0.0
151;13;16:00;Gremio;Internacional;0;0;RS;RS;0.0;0.0;0.0;0.0
152;13;16:00;Santos;Sao Caetano;0;1;SP;SP;0.0;0.0;0.0;0.0
153;13;16:00;Criciuma;Figueirense;1;0;SC;SC;0.0;0.0;0.0;0.0
154;13;16:00;Bahia;Vitoria;2;1;BA;BA;0.0;0.0;0.0;0.0
155;13;18:00;Vasco;Flamengo;1;2;RJ;RJ;0.0;0.0;0.0;0.0
156;13;18:00;Cruzeiro;Atletico-MG;0;0;MG;MG;0.0;0.0;0.0;0.0
157;14;16:00;Bahia;Coritiba;2;2;BA;PR;0.0;0.0;0.0;0.0
158;14;16:00;Vasco;Criciuma;2;0;RJ;SC;0.0;0.0;0.0;0.0
159;14;16:00;Atletico-MG;Gremio;3;2;MG;RS;0.0;0.0;0.0;0.0
160;14;16:00;Internacional;Parana;2;1;RS;PR;0.0;0.0;0.0;0.0
161;14;18:00;Sao Paulo;Goias;1;0;SP;GO;0.0;0.0;0.0;0.0
162;14;16:00;Paysandu;Flamengo;2;2;PA;RJ;0.0;0.0;0.0;0.0
163;14;16:00;Ponte Preta;Corinthians;3;3;SP;SP;0.0;0.0;0.0;0.0
164;14;16:00;Sao Caetano;Vitoria;2;1;SP;BA;0.0;0.0;0.0;0.0
165;14;16:00;Figueirense;Fortaleza;2;2;SC;CE;0.0;0.0;0.0;0.0
166;14;18:00;Juventude;Cruzeiro;0;1;RS;MG;0.0;0.0;0.0;0.0
167;14;18:00;Fluminense;Guarani;5;2;RJ;SP;0.0;0.0;0.0;0.0
168;15;16:00;Fortaleza;Vasco;0;1;CE;RJ;0.0;0.0;0.0;0.0
169;15;16:00;Coritiba;Sao Caetano;2;0;PR;SP;0.0;0.0;0.0;0.0
170;15;16:00;Gremio;Juventude;1;4;RS;RS;0.0;0.0;0.0;0.0
171;15;16:00;Santos;Bahia;4;0;SP;BA;0.0;0.0;0.0;0.0
172;15;18:00;Flamengo;Figueirense;0;2;RJ;SC;0.0;0.0;0.0;0.0
173;15;16:00;Corinthians;Fluminense;1;0;SP;RJ;0.0;0.0;0.0;0.0
174;15;16:00;Guarani;Sao Paulo;0;1;SP;SP;0.0;0.0;0.0;0.0
175;15;16:00;Criciuma;Paysandu;2;0;SC;PA;0.0;0.0;0.0;0.0
176;15;16:00;Vitoria;Athletico-PR;1;0;BA;PR;0.0;0.0;0.0;0.0
177;15;18:00;Cruzeiro;Internacional;3;2;MG;RS;0.0;0.0;0.0;0.0
178;15;18:00;Parana;Atletico-MG;1;1;PR;MG;0.0;0.0;0.0;0.0
181;16;16:00;Vasco;Parana;1;4;RJ;PR;0.0;0.0;0.0;0.0
182;16;16:00;Sao Paulo;Sao Caetano;1;1;SP;SP;0.0;0.0;0.0;0.0
183;16;16:00;Figueirense;Cruzeiro;1;0;SC;MG;0.0;0.0;0.0;0.0
184;16;16:00;Atletico-MG;Paysandu;3;2;MG;PA;0.0;0.0;0.0;0.0
185;16;16:00;Gremio;Flamengo;2;0;RS;RJ;0.0;0.0;0.0;0.0
186;16;16:00;Guarani;Goias;3;2;SP;GO;0.0;0.0;0.0;0.0
187;16;16:00;Athletico-PR;Corinthians;3;1;PR;SP;0.0;0.0;0.0;0.0
188;16;16:00;Juventude;Internacional;1;1;RS;RS;0.0;0.0;0.0;0.0
189;16;16:00;Fortaleza;Criciuma;0;1;CE;SC;0.0;0.0;0.0;0.0
190;16;16:00;Vitoria;Ponte Preta;1;4;BA;SP;0.0;0.0;0.0;0.0
191;16;18:00;Santos;Coritiba;3;1;SP;PR;0.0;0.0;0.0;0.0
192;16;18:00;Fluminense;Bahia;1;0;RJ;BA;0.0;0.0;0.0;0.0
193;17;16:00;Sao Caetano;Athletico-PR;0;0;SP;PR;0.0;0.0;0.0;0.0
194;17;16:00;Corinthians;Santos;1;1;SP;SP;0.0;0.0;0.0;0.0
195;17;20:30;Cruzeiro;Fortaleza;2;0;MG;CE;0.0;0.0;0.0;0.0
196;17;20:30;Bahia;Guarani;2;0;BA;SP;0.0;0.0;0.0;0.0
197;17;20:30;Paysandu;Figueirense;1;0;PA;SC;0.0;0.0;0.0;0.0
198;17;20:30;Goias;Vitoria;1;1;GO;BA;0.0;0.0;0.0;0.0
199;17;20:30;Flamengo;Juventude;2;1;RJ;RS;0.0;0.0;0.0;0.0
200;17;21:40;Internacional;Vasco;2;1;RS;RJ;0.0;0.0;0.0;0.0
201;17;21:40;Coritiba;Sao Paulo;0;2;PR;SP;0.0;0.0;0.0;0.0
202;17;20:30;Ponte Preta;Fluminense;3;0;SP;RJ;0.0;0.0;0.0;0.0
203;17;20:30;Criciuma;Atletico-MG;1;0;SC;MG;0.0;0.0;0.0;0.0
204;17;20:30;Parana;Gremio;3;1;PR;RS;0.0;0.0;0.0;0.0
205;18;16:00;Athletico-PR;Goias;0;0;PR;GO;0.0;0.0;0.0;0.0
206;18;16:00;Fortaleza;Internacional;3;0;CE;RS;0.0;0.0;0.0;0.0
207;18;18:00;Vasco;Paysandu;0;2;RJ;PA;0.0;0.0;0.0;0.0
208;18;16:00;Atletico-MG;Flamengo;1;0;MG;RJ;0.0;0.0;0.0;0.0
209;18;16:00;Ponte Preta;Bahia;1;0;SP;BA;0.0;0.0;0.0;0.0
210;18;16:00;Corinthians;Coritiba;0;1;SP;PR;0.0;0.0;0.0;0.0
211;18;16:00;Criciuma;Juventude;3;0;SC;RS;0.0;0.0;0.0;0.0
212;18;16:00;Figueirense;Parana;4;2;SC;PR;0.0;0.0;0.0;0.0
213;18;16:00;Sao Caetano;Guarani;0;2;SP;SP;0.0;0.0;0.0;0.0
214;18;16:00;Fluminense;Sao Paulo;1;3;RJ;SP;0.0;0.0;0.0;0.0
215;18;18:00;Gremio;Cruzeiro;0;1;RS;MG;0.0;0.0;0.0;0.0
216;18;18:00;Vitoria;Santos;2;0;BA;SP;0.0;0.0;0.0;0.0
217;19;20:30;Flamengo;Fortaleza;0;2;RJ;CE;0.0;0.0;0.0;0.0
218;19;20:30;Juventude;Figueirense;1;2;RS;SC;0.0;0.0;0.0;0.0
219;19;20:30;Bahia;Sao Caetano;0;0;BA;SP;0.0;0.0;0.0;0.0
220;19;20:30;Coritiba;Fluminense;3;0;PR;RJ;0.0;0.0;0.0;0.0
221;19;20:30;Guarani;Vitoria;2;2;SP;BA;0.0;0.0;0.0;0.0
222;19;20:30;Internacional;Atletico-MG;3;3;RS;MG;0.0;0.0;0.0;0.0
223;19;21:40;Santos;Ponte Preta;2;1;SP;SP;0.0;0.0;0.0;0.0
224;19;21:40;Cruzeiro;Vasco;4;1;MG;RJ;0.0;0.0;0.0;0.0
225;19;21:40;Goias;Corinthians;1;1;GO;SP;0.0;0.0;0.0;0.0
226;19;20:30;Paysandu;Gremio;1;1;PA;RS;0.0;0.0;0.0;0.0
227;19;20:30;Sao Paulo;Athletico-PR;2;0;SP;PR;0.0;0.0;0.0;0.0
229;20;16:00;Fluminense;Santos;1;4;RJ;SP;0.0;0.0;0.0;0.0
230;20;16:00;Corinthians;Guarani;1;0;SP;SP;0.0;0.0;0.0;0.0
231;20;16:00;Fortaleza;Atletico-MG;4;3;CE;MG;0.0;0.0;0.0;0.0
232;20;18:00;Internacional;Figueirense;3;0;RS;SC;0.0;0.0;0.0;0.0
233;20;16:00;Juventude;Paysandu;2;0;RS;PA;0.0;0.0;0.0;0.0
234;20;16:00;Athletico-PR;Bahia;2;1;PR;BA;0.0;0.0;0.0;0.0
235;20;16:00;Ponte Preta;Coritiba;1;1;SP;PR;0.0;0.0;0.0;0.0
236;20;16:00;Criciuma;Flamengo;4;3;SC;RJ;0.0;0.0;0.0;0.0
237;20;16:00;Goias;Sao Caetano;2;1;GO;SP;0.0;0.0;0.0;0.0
238;20;16:00;Vitoria;Sao Paulo;0;2;BA;SP;0.0;0.0;0.0;0.0
239;20;18:00;Cruzeiro;Parana;5;1;MG;PR;0.0;0.0;0.0;0.0
240;20;18:00;Vasco;Gremio;2;0;RJ;RS;0.0;0.0;0.0;0.0
241;21;20:30;Parana;Fortaleza;4;1;PR;CE;0.0;0.0;0.0;0.0
242;21;20:30;Atletico-MG;Juventude;2;1;MG;RS;0.0;0.0;0.0;0.0
243;21;20:30;Paysandu;Cruzeiro;3;0;PA;MG;0.0;0.0;0.0;0.0
244;21;20:30;Guarani;Athletico-PR;1;0;SP;PR;0.0;0.0;0.0;0.0
245;21;21:40;Figueirense;Vasco;0;0;SC;RJ;0.0;0.0;0.0;0.0
246;21;21:40;Santos;Goias;3;3;SP;GO;0.0;0.0;0.0;0.0
247;21;21:40;Bahia;Corinthians;0;0;BA;SP;0.0;0.0;0.0;0.0
248;21;20:30;Coritiba;Vitoria;1;1;PR;BA;0.0;0.0;0.0;0.0
249;21;20:30;Gremio;Criciuma;0;2;RS;SC;0.0;0.0;0.0;0.0
250;21;20:30;Flamengo;Internacional;2;1;RJ;RS;0.0;0.0;0.0;0.0
251;21;20:30;Sao Caetano;Fluminense;2;0;SP;RJ;0.0;0.0;0.0;0.0
252;21;20:30;Sao Paulo;Ponte Preta;1;2;SP;SP;0.0;0.0;0.0;0.0
253;22;16:00;Santos;Vasco;2;1;SP;RJ;0.0;0.0;0.0;0.0
254;22;16:00;Goias;Atletico-MG;1;1;GO;MG;0.0;0.0;0.0;0.0
255;22;16:00;Athletico-PR;Paysandu;1;1;PR;PA;0.0;0.0;0.0;0.0
256;22;09:00;Fortaleza;Ponte Preta;2;3;CE;SP;0.0;0.0;0.0;0.0
257;22;16:00;Juventude;Fluminense;2;1;RS;RJ;0.0;0.0;0.0;0.0
258;22;16:00;Flamengo;Sao Paulo;1;1;RJ;SP;0.0;0.0;0.0;0.0
259;22;16:00;Criciuma;Coritiba;2;3;SC;PR;0.0;0.0;0.0;0.0
260;22;16:00;Guarani;Figueirense;3;0;SP;SC;0.0;0.0;0.0;0.0
261;22;16:00;Vitoria;Parana;0;3;BA;PR;0.0;0.0;0.0;0.0
262;22;16:00;Corinthians;Gremio;1;0;SP;RS;0.0;0.0;0.0;0.0
263;22;18:00;Cruzeiro;Bahia;5;2;MG;BA;0.0;0.0;0.0;0.0
264;22;18:00;Internacional;Sao Caetano;0;0;RS;SP;0.0;0.0;0.0;0.0
179;15;20:30;Athletico-PR;Santos;0;2;PR;SP;0.0;0.0;0.0;0.0
180;15;20:30;Goias;Ponte Preta;0;0;GO;SP;0.0;0.0;0.0;0.0
228;19;20:30;Parana;Criciuma;2;1;PR;SC;0.0;0.0;0.0;0.0
265;23;16:00;Fluminense;Cruzeiro;2;2;RJ;MG;0.0;0.0;0.0;0.0
266;23;16:00;Gremio;Santos;2;0;RS;SP;0.0;0.0;0.0;0.0
267;23;18:00;Sao Paulo;Internacional;0;2;SP;RS;0.0;0.0;0.0;0.0
268;23;18:00;Sao Caetano;Juventude;1;1;SP;RS;0.0;0.0;0.0;0.0
269;23;16:00;Figueirense;Goias;0;1;SC;GO;0.0;0.0;0.0;0.0
270;23;16:00;Parana;Corinthians;1;1;PR;SP;0.0;0.0;0.0;0.0
271;23;16:00;Paysandu;Guarani;6;1;PA;SP;0.0;0.0;0.0;0.0
272;23;16:00;Coritiba;Fortaleza;1;1;PR;CE;0.0;0.0;0.0;0.0
273;23;16:00;Bahia;Criciuma;2;2;BA;SC;0.0;0.0;0.0;0.0
274;23;16:00;Ponte Preta;Flamengo;1;1;SP;RJ;0.0;0.0;0.0;0.0
275;23;18:00;Vasco;Athletico-PR;2;1;RJ;PR;0.0;0.0;0.0;0.0
276;23;18:00;Atletico-MG;Vitoria;1;0;MG;BA;0.0;0.0;0.0;0.0
277;24;20:30;Vitoria;Paysandu;1;1;BA;PA;0.0;0.0;0.0;0.0
278;24;20:30;Athletico-PR;Parana;1;0;PR;PR;0.0;0.0;0.0;0.0
279;24;20:30;Criciuma;Sao Caetano;0;1;SC;SP;0.0;0.0;0.0;0.0
280;24;20:30;Fortaleza;Fluminense;3;1;CE;RJ;0.0;0.0;0.0;0.0
281;24;20:30;Juventude;Ponte Preta;0;0;RS;SP;0.0;0.0;0.0;0.0
282;24;21:40;Santos;Atletico-MG;3;3;SP;MG;0.0;0.0;0.0;0.0
283;24;21:40;Goias;Vasco;3;1;GO;RJ;0.0;0.0;0.0;0.0
284;24;21:40;Cruzeiro;Sao Paulo;1;1;MG;SP;0.0;0.0;0.0;0.0
285;24;20:30;Flamengo;Bahia;6;0;RJ;BA;0.0;0.0;0.0;0.0
286;24;20:30;Corinthians;Figueirense;0;1;SP;SC;0.0;0.0;0.0;0.0
287;24;20:30;Guarani;Gremio;2;0;SP;RS;0.0;0.0;0.0;0.0
288;24;15:00;Internacional;Coritiba;1;0;RS;PR;0.0;0.0;0.0;0.0
289;25;16:00;Fluminense;Criciuma;1;1;RJ;SC;0.0;0.0;0.0;0.0
290;25;16:00;Sao Caetano;Cruzeiro;2;0;SP;MG;0.0;0.0;0.0;0.0
291;25;16:00;Parana;Santos;1;2;PR;SP;0.0;0.0;0.0;0.0
292;25;18:00;Sao Paulo;Juventude;3;1;SP;RS;0.0;0.0;0.0;0.0
293;25;16:00;Paysandu;Goias;2;2;PA;GO;0.0;0.0;0.0;0.0
294;25;16:00;Ponte Preta;Internacional;1;4;SP;RS;0.0;0.0;0.0;0.0
295;25;16:00;Coritiba;Flamengo;5;0;PR;RJ;0.0;0.0;0.0;0.0
296;25;16:00;Atletico-MG;Corinthians;2;3;MG;SP;0.0;0.0;0.0;0.0
297;25;16:00;Figueirense;Vitoria;1;2;SC;BA;0.0;0.0;0.0;0.0
298;25;16:00;Bahia;Fortaleza;1;0;BA;CE;0.0;0.0;0.0;0.0
299;25;18:00;Vasco;Guarani;0;0;RJ;SP;0.0;0.0;0.0;0.0
300;25;18:00;Gremio;Athletico-PR;1;1;RS;PR;0.0;0.0;0.0;0.0
