"0.7794202741066669","-0.32067026006525995","-0.6599814887397513","2.5013372348708565","0.26279499685486757","-1.3966343507077457","0.172077033361704","-0.8768706403550142","-1.1593973531575021","0.29780439610595644","-0.5482393723845467","-0.12507559086970133","0.19942307397343095","-2.5921305532080208","-1.1263321152244599","-2.228821841439558","-0.7575968687743874","1.9473422069476154","0.011800500250846422","-0.25962657199930983","-0.3599820925429054","-0.04183727446896791","1.5797197943807877","-0.8143908422712761","-0.7468602884720675","-1.0535134062478104","-1.5409353055472441","-0.38118994026218483","-1.4359372679335047","-1.8898110839405444","-0.5472367820436688","1.7406170359525208","-0.8050019837724198","-2.000916294686719","-0.5936279413112279","0.3173688276734996","-0.041515561010953","-0.8182771614699108","-1.4174974482558413","-0.662901366465894","2.6687578626127237","-1.8838528487552861","-0.004521184632161149","0.07923909016257753","-1.6761385840175569","-1.0734233957910244","0.5477386958300321","2.048781203926228","-1.1600393247742047","0.6311767785145355"
"-1.3273574041411338","-0.15741675622786672","-0.3871981545062201","-1.4012532824808261","-0.22441795905608605","-0.4252079341352651","-0.9465323491824569","-0.5933629165831714","0.8900186382820026"
