"0.6021054631344231","-0.26208707409896376","-0.33356429772856916","-0.5971634275510244","-0.8220702751941323","1.0576006993924707","-0.7692534674181672","-1.8377001414612848","1.7129707113814336","0.9975881712486047","0.2954310901822497","-1.3841371548267485","0.22402269427324883","-0.8024929100274549","-1.4916024833122392","-1.7780104201446718","0.12763975948789325","1.9765252799873005","0.28233442129860076","0.252086731070309","-0.16998757717136426","0.5631784216216666","-0.9874144739905657","-1.621230751762782","0.6319459058929812","-1.1710152329854093","-1.6912749914065215","0.6572818352346337","-2.4359807451833726","0.45112779060232555","0.19055931358567452","0.3573205878056644","-0.3467582924598936","-0.2893104018539473","-1.6699282356992264","-0.4386923908973383","1.779401441071522","-1.6744067479773157","1.2166814859297932","-2.7674377725494126","0.08843272426105127","-0.048061931389862395","0.8775172350149949","1.5522703200016361","-0.32837044464107285","-0.02240574962401781","-0.44914277061435437","-1.428787798401791","0.3551806689887418","1.9834970420046754"
"0.1178294836615141","1.8321783697142","0.17228488907856446","0.08609387180802627","-0.05061079407524552","-1.342946421612365","0.2660596679836374","1.1746350379676698","0.0661692824553705"
